11203	0.0479	0.0	gram
11246	0.051949	0.051079	gram
11482	0.068788	0.047347	gram
14106	0.016694	0.005169	milliliter
09296	0.031375	0.01644	gram
15091	0.064839	0.041146	gram
20005	0.012904	0.010132	gram
09226	0.017488	0.012662	gram
48052	0.018421	0.011096	gram
16052	0.01802	0.019954	gram
15144	0.038215	0.025282	gram
11161	0.011905	0.00811	gram
10218	0.030892	0.023823	gram
12516	0.028457	0.016233	gram
90560	0.040399	0.030223	gram
04582	0.013143	0.009759	gram
11135	0.054269	0.057175	gram
20409	0.014268	0.008746	gram
11122	0.10618	0.02992	gram
12104	0.030372	0.018659	gram
02028	0.059115	0.035908	gram
11695	0.004861	0.001982	gram
01129	0.041406	0.037785	gram
19296	0.020993	0.011428	gram
04002	0.015053	0.011713	gram
20061	0.00912	0.004997	gram
11934	0.02206	0.013867	gram
11429	0.046876	0.0375	gram
16101	0.00897	0.004468	gram
08247	0.014656	0.004478	gram
20030	0.009155	0.004876	gram
09184	0.041691	0.031132	gram
09429	0.0205	0.01839	gram
01049	0.020758	0.014347	gram
08071	0.011376	0.005486	gram
19120	0.030339	0.01979	gram
11213	0.017303	0.008142	gram
42040	0.059735	0.05268	gram
15139	0.042853	0.034242	gram
11518	0.032152	0.023324	gram
15028	0.050395	0.043888	gram
11295	0.033687	0.020412	gram
11564	0.020932	0.014744	gram
02043	0.047719	0.037033	gram
35204	0.029637	0.008873	gram
11143	0.043405	0.034547	gram
08189	0.013875	0.004577	gram
08028	0.019865	0.009119	gram
02041	0.159938	0.157802	gram
11119	0.064812	0.047951	gram
09160	0.018428	0.015048	gram
09149	0.023795	0.01344	gram
09159	0.024485	0.01517	gram
02031	0.04149	0.02946	gram
18069	0.011955	0.007497	gram
11485	0.024022	0.018607	gram
11167	0.024412	0.022948	gram
15051	0.053396	0.002667	gram
16037	0.01221	0.009604	gram
08067	0.02927	0.022257	gram
08069	0.017394	0.009383	gram
20064	0.006821	0.004497	gram
42307	0.025762	0.015265	gram
14144	0.040076	0.031965	gram
11251	0.019216	0.011455	gram
09286	0.036722	0.029565	gram
11439	0.014129	0.006676	gram
02019	0.03625	0.036115	gram
14050	0.04271	0.022146	gram
14209	0.026026	0.014079	gram
11984	0.106738	0.073112	gram
09231	0.032811	0.029295	gram
05282	0.122841	0.077798	gram
11298	0.043824	0.030418	gram
09236	0.024834	0.026706	gram
18029	0.018799	0.01205	gram
20076	0.00853	0.005272	gram
11134	0.021114	0.011812	gram
02008	0.599039	0.118576	cup
09201	0.110636	0.106683	gram
11165	0.053151	0.038584	gram
02035	0.05216	0.042944	gram
20317	0.00969	0.00762	gram
08014	0.018953	0.008356	gram
08031	0.015679	0.006656	gram
16087	0.01586	0.010088	gram
13147	0.025686	0.03272	gram
16098	0.017669	0.010457	gram
14003	0.024976	0.016975	gram
02044	0.070199	0.056229	gram
08271	0.015819	0.008005	gram
08050	0.020052	0.011266	gram
09060	0.028075	0.011915	gram
09301	0.075867	0.078051	gram
20066	0.007806	0.005346	gram
09193	0.024336	0.011978	gram
11080	0.064734	0.021902	gram
08286	0.043385	0.02679	gram
19335	0.011394	0.007336	gram
13346	0.023325	0.012495	gram
15166	0.039548	0.029069	gram
20120	0.011822	0.00829	gram
18016	0.023	0.015575	gram
12023	0.024065	0.011885	gram
22916	0.02706	0.017119	gram
20081	0.008235	0.00571	gram
19334	0.012404	0.007551	gram
14414	0.028178	0.008621	gram
11216	0.031769	0.020395	gram
15088	0.033651	0.02072	gram
11147	0.032828	0.01359	milliliter
42178	0.015377	0.008342	gram
02024	0.040593	0.033894	gram
43114	0.016942	0.010641	gram
11124	0.024566	0.02125	gram
10005	0.039537	0.029873	gram
11149	0.047782	0.029182	gram
04058	0.036524	0.023348	gram
22901	0.018956	0.010263	gram
10130	0.058539	0.054306	gram
08048	0.018691	0.006395	gram
14152	0.05881	0.041632	milliliter
11819	0.069516	0.053527	gram
15104	2.410976	1.322959	gram
43382	0.005596	0.0038	gram
08013	0.018208	0.009198	gram
15145	0.165241	0.158526	gram
09273	0.005792	0.002852	gram
18293	0.015442	0.008882	gram
06971	0.028429	0.018012	gram
16080	0.017447	0.012666	gram
10905	0.028541	0.017642	gram
13795	0.041625	0.033767	gram
08077	0.029288	0.025452	gram
20027	0.013244	0.008105	gram
