11001	0.017646	0.008155	gram
02039	0.049663	0.033606	gram
20054	0.018746	0.017926	gram
08380	0.018145	0.000721	gram
15042	0.038915	0.014909	gram
19172	0.021833	0.012527	gram
16085	0.011594	0.008582	gram
06043	0.01375	0.011062	gram
11268	0.067571	0.045873	gram
02053	0.019143	0.018443	gram
18242	0.019402	0.008371	gram
19169	0.030867	0.023342	gram
09059	0.028252	0.002568	gram
13339	0.12052	0.052456	gram
09340	0.080979	0.069972	gram
11007	0.016117	0.009328	gram
01088	0.020795	0.015562	gram
11450	0.019522	0.013624	gram
18363	0.013556	0.008007	gram
09042	0.033343	0.027278	gram
14034	0.025535	0.015365	gram
09131	0.016158	0.01186	gram
09148	0.41791	0.0	fl
08035	0.023176	0.009231	gram
08045	0.021953	0.011086	gram
12006	0.029045	0.013529	gram
12198	0.018359	0.008863	gram
09070	0.019844	0.014644	gram
08017	0.040803	0.027485	gram
09265	0.144138	0.093572	gram
02054	0.043637	0.029562	gram
11205	0.022202	0.023106	gram
02009	0.053112	0.037381	gram
18373	0.052809	0.04082	gram
08267	0.018031	0.007044	gram
11886	0.005345	0.002172	gram
06075	0.035773	0.019801	gram
09190	0.63125	0.12671	cup
12115	0.020165	0.014505	gram
14049	0.036297	0.018873	gram
08010	0.017726	0.008296	gram
01033	0.051919	0.028816	gram
12078	0.025903	0.011325	gram
20040	0.008005	0.004367	gram
11963	0.054907	0.049192	gram
07072	0.038375	0.018801	gram
11278	0.013816	0.012818	gram
02015	0.049054	0.029178	gram
09003	0.032445	0.032989	gram
09279	0.056269	0.034322	gram
12220	0.020776	0.015757	gram
02045	0.058304	0.05308	gram
04042	0.019146	0.014181	gram
02033	0.020072	0.011131	gram
01012	0.02886	0.012709	gram
08078	0.015179	0.008202	gram
09426	0.02217	0.011847	gram
07909	0.020687	0.011642	gram
14154	0.035059	0.026636	milliliter
12036	0.0136	0.006732	gram
43479	0.032467	0.037919	gram
12021	0.105694	0.094948	gram
07924	0.016765	0.009545	gram
15163	0.272628	0.235235	gram
09172	0.073879	0.071761	gram
05006	0.027297	0.016948	gram
09088	0.054292	0.038508	gram
09442	0.010153	0.008489	gram
09295	0.026062	0.030985	gram
08259	0.021572	0.009011	gram
35192	0.034959	0.027738	gram
11003	0.015158	0.00865	gram
14096	0.020465	0.008208	milliliter
01009	0.030277	0.01401	gram
18217	0.025341	0.01498	gram
12131	0.040085	0.017436	gram
42280	0.025999	0.017075	gram
09144	0.040205	0.049174	gram
09146	0.052549	0.040015	gram
11641	0.030144	0.033399	gram
05165	0.04466	0.031718	gram
16006	0.01854	0.011605	gram
15175	0.063039	0.045103	gram
16067	0.046032	0.033918	gram
18079	0.018645	0.010728	gram
11457	0.024196	0.016567	gram
20114	0.04429	0.040947	gram
20133	0.01865	0.0123	gram
09252	0.032756	0.030721	gram
01026	0.025794	0.014837	gram
08194	0.018141	0.009698	gram
11026	0.008559	0.005277	gram
01095	0.017045	0.010763	gram
11982	0.037116	0.021194	gram
18041	0.01887	0.010758	gram
09086	0.046315	0.033696	gram
09200	0.029358	0.025252	gram
43345	0.026806	0.019672	gram
11257	0.162356	0.154162	gram
08065	0.021021	0.010991	gram
06961	0.044515	0.030988	gram
18375	0.048247	0.030184	gram
14084	0.019495	0.005788	milliliter
09299	0.013645	0.006705	gram
35154	0.054137	0.001618	gram
02050	0.068341	0.042886	gram
13917	0.187346	0.177966	gram
02063	0.051686	0.038666	gram
11218	0.014399	0.005784	gram
15072	0.122015	0.087128	gram
18439	0.018637	0.011306	gram
20028	0.015535	0.009847	gram
11156	0.131226	0.133461	gram
11011	0.030555	0.022372	gram
05157	0.122349	0.138402	gram
15123	0.028102	0.014675	gram
09021	0.03058	0.014576	gram
08089	0.021015	0.004571	gram
11954	0.018034	0.011618	gram
02005	0.033164	0.021958	gram
11270	0.031092	0.030277	gram
11209	0.019593	0.011627	gram
15025	0.049553	0.024352	gram
02049	0.063858	0.051825	gram
20581	0.005214	0.00281	gram
08243	0.038926	0.027053	gram
09177	0.143927	0.120338	gram
11568	0.016285	0.012186	gram
15172	0.073531	0.049364	gram
14051	0.017015	0.009823	gram
08020	0.01702	0.009142	gram
12154	0.037172	0.020044	gram
08030	0.023352	0.014754	gram
11603	0.0235	0.014618	gram
35080	0.085633	0.076667	gram
18001	0.016174	0.011947	gram
12151	0.035492	0.018097	gram
09326	0.021779	0.017253	gram
09078	0.026305	0.018114	gram
11109	0.019308	0.015364	gram
20116	0.015553	0.011389	gram
01166	0.018416	0.002776	gram
09191	0.025211	0.014299	gram
11293	0.340529	0.145227	gram
15015	0.025784	0.016413	gram
19095	0.036646	0.025034	gram
01123	0.026539	0.018812	gram
14411	0.007364	0.007091	gram
08019	0.018571	0.009453	gram
02001	0.073955	0.049757	gram
09040	0.025358	0.015906	gram
19353	0.023663	0.011963	gram
15033	0.115465	0.120703	gram
14130	0.009943	0.006809	gram
16124	0.019288	0.010491	gram
09057	0.025489	0.013149	gram
12097	0.033234	0.020744	gram
35070	0.164923	0.120845	gram
11090	0.032308	0.023468	gram
09313	0.018102	0.005213	gram
35043	0.036202	0.018158	gram
35027	0.048249	0.023831	gram
11260	0.135655	0.120273	gram
09107	0.040774	0.034654	gram
43158	2.87516	5.594208	gram
19336	0.01884	0.013166	gram
11979	0.036297	0.028515	gram
16114	0.021209	0.012308	gram
09174	0.078374	0.053664	gram
15012	0.144076	0.08757	gram
07005	0.051657	0.023758	gram
11477	0.033152	0.030726	gram
08023	0.016406	0.00412	gram
02064	0.020427	0.016593	gram
09433	0.097259	0.082308	gram
19304	0.024247	0.01565	gram
15155	0.050168	0.03174	gram
11935	0.016221	0.011653	gram
20140	0.013795	0.008885	gram
06583	0.017019	0.011101	gram
11669	0.149973	0.119752	gram
09229	0.009045	0.006265	gram
02055	0.025774	0.015463	gram
11677	0.08169	0.066308	gram
11643	0.039388	0.031495	gram
02037	5.218456	4.309013	gram
07055	0.057481	0.044731	gram
16069	0.018164	0.011225	gram
11972	0.069504	0.064947	gram
16027	0.007064	0.003493	gram
15008	0.035545	0.018208	gram
11297	0.082454	0.072411	gram
14288	0.029862	0.028361	gram
06169	0.049287	0.035389	gram
10123	0.071647	0.050243	gram
02023	0.110753	0.111519	gram
11086	0.049419	0.047754	gram
09167	11.759205	6.545543	liter
06164	0.023332	0.014647	gram
08060	0.015577	0.008443	gram
08273	0.016132	0.00399	gram
11957	0.039391	0.036557	gram
11422	0.017478	0.011993	gram
09164	0.015566	0.013705	gram
01077	0.022275	0.017013	gram
11191	0.01113	0.006464	gram
12117	0.008286	0.00413	gram
09089	0.019932	0.005414	gram
09140	0.047141	0.039361	gram
02069	0.072302	0.056805	gram
15154	0.043426	0.044999	gram
02027	0.164466	0.160083	gram
43143	0.022104	0.013635	gram
09050	0.036422	0.025292	gram
11241	0.149451	0.037118	gram
11959	0.051145	0.040456	gram
01017	0.026638	0.017227	gram
09421	0.023826	0.008211	gram
20097	0.00975	0.004989	gram
09176	0.032073	0.016843	gram
18044	0.010918	0.00717	gram
09266	0.040898	0.025753	gram
10036	0.061538	0.058051	gram
14136	0.011563	0.010047	gram
09111	0.009049	0.005493	gram
04617	0.01423	0.008931	gram
18134	0.025973	0.021643	gram
01124	0.043643	0.033749	gram
11233	0.107596	0.101422	gram
09062	0.031025	0.008588	gram
09037	0.03191	0.018981	gram
02025	0.100901	0.059197	gram
11141	0.029639	0.012913	gram
18337	0.011941	0.00601	gram
04544	0.011628	0.007909	gram
17001	0.130157	0.105386	gram
01054	0.027884	0.023515	gram
11207	0.05184	0.056487	gram
02038	0.63125	0.12671	cup
04017	0.014317	0.006312	gram
16427	0.028188	0.026416	gram
08001	0.014275	0.007981	gram
20088	0.021322	0.010591	gram
16082	0.022379	0.016532	gram
09321	0.031578	0.024407	gram
11507	0.024062	0.015638	gram
01004	0.033387	0.019554	gram
18369	0.028329	0.018855	gram
17088	0.055214	0.043829	gram
11215	0.031239	0.017794	gram
01001	0.025392	0.013974	gram
15236	0.052233	0.036085	gram
15156	0.053376	0.042822	gram
19165	0.035419	0.017548	gram
20009	0.008835	0.004591	gram
09315	0.019288	0.018317	gram
11024	0.085706	0.022784	gram
15147	0.049395	0.044969	gram
02046	0.02666	0.017654	gram
08120	0.016359	0.011238	gram
12061	0.027115	0.011583	gram
12142	0.030903	0.01451	gram
11993	0.10705	0.057445	gram
16056	0.022453	0.015956	gram
13498	0.036673	0.028264	gram
02010	0.039117	0.029803	gram
11291	0.057973	0.042179	gram
11591	0.631583	0.138405	cup
08272	0.01497	0.005578	gram
15136	0.071018	0.036633	gram
16113	0.168946	0.144864	gram
11977	0.038991	0.032695	gram
11362	0.019875	0.014496	gram
02006	0.078471	0.041057	gram
06013	0.027503	0.024585	gram
04510	0.024241	0.014574	gram
09422	0.145058	0.131522	gram
02030	0.046674	0.032975	gram
13929	0.262863	0.23575	gram
08268	0.014824	0.003555	gram
11446	0.253087	0.209275	gram
19351	0.015281	0.008017	gram
01057	0.029855	0.016358	gram
01125	0.016656	0.013683	gram
11052	0.019112	0.014113	gram
11503	0.034463	0.027061	gram
11304	0.01841	0.011542	gram
14400	0.047145	0.040866	gram
16014	0.006429	0.003555	gram
08270	0.017697	0.005288	gram
09218	0.034863	0.038673	gram
20022	0.008006	0.004431	gram
09316	0.048491	0.046681	gram
09016	0.004146	0.001932	gram
09139	0.018749	0.013276	gram
09156	0.055954	0.046344	gram
11098	0.060914	0.056464	gram
10006	0.05288	0.042583	gram
11333	0.052469	0.036911	gram
15101	0.06893	0.053277	gram
14150	0.044488	0.058132	gram
04053	0.023471	0.00963	gram
20099	0.016578	0.012212	gram
08005	0.016301	0.006282	gram
15001	0.037798	0.01958	gram
11990	0.0293	0.018408	gram
05654	0.043179	0.019744	gram
01116	0.019461	0.012604	gram
02011	0.090496	0.064425	gram
09152	0.027455	0.023577	gram
35203	0.105401	0.10174	gram
16103	0.008305	0.004277	gram
02047	0.030919	0.0316	gram
02004	0.156915	0.173043	gram
14545	10.633542	8.130543	fl
14155	0.038241	0.037103	milliliter
11253	0.062255	0.044293	gram
11601	0.033748	0.033998	gram
14268	0.03652	0.039901	gram
12087	0.023205	0.008905	gram
20050	0.007621	0.004245	gram
15171	0.028078	0.018929	gram
02002	0.064155	0.047072	gram
08284	0.018231	0.007536	gram
15039	0.025741	0.010213	gram
09277	0.042875	0.02806	gram
11152	0.04445	0.035114	gram
09206	0.005511	0.002668	gram
06179	0.022015	0.012029	gram
07019	0.03921	0.025974	gram
23005	0.034177	0.022908	gram
04642	0.032228	0.028599	gram
08087	0.019068	0.00679	gram
11445	0.151397	0.076194	gram
11900	0.024086	0.021787	gram
02014	0.037188	0.019975	gram
08049	0.020764	0.012835	gram
09307	0.03239	0.018517	gram
09322	0.030067	0.018208	gram
11282	0.033218	0.020328	gram
11435	0.014813	0.006918	gram
16071	0.012938	0.006953	gram
04518	0.02151	0.012701	gram
09181	0.026794	0.024223	gram
08068	0.016555	0.011155	gram
09404	0.005781	0.002725	gram
09302	0.030497	0.027105	gram
18372	0.015038	0.013071	gram
